PRODUCT_ID;NAME;VALUE;valueInt;valueFloat
13874;Overload rate of fire bonus;-15;0;-15
13874;Heat Damage;0,8;0;0,8
13874;Required Thermodynamics Level;1;1;0
13874;Reload Time;5000;0;5000
13876;Activation Cost;12,32;0;12,32
13876;Structure Hitpoints;40;40;0
13876;Powergrid Usage;1485;0;1485
13876;CPU usage;63;0;63
13876;Rate of fire;7313;7313;0
13876;Optimal Range;46800;46800;0
13876;Charges Per Cycle;1;1;0
13876;Damage Modifier;2,64;0;2,64
13876;Charge size;3;3;0
13876;Accuracy falloff ;20000;0;20000
13876;Turret Tracking;1,22535;0;1,22535
13876;Primary Skill required;3307;3307;0
13876;Secondary Skill required;3300;3300;0
13876;Tech Level;1;1;0
13876;Used with (Charge Group);85;85;0
13876;Signature Resolution;40000;0;40000
13876;Meta Level;8;8;0
13876;Overload rate of fire bonus;-15;0;-15
13876;Heat Damage;0,8;0;0,8
13876;Required Thermodynamics Level;1;1;0
13876;Reload Time;5000;0;5000
13878;Activation Cost;16,8;0;16,8
13878;Structure Hitpoints;40;40;0
13878;Powergrid Usage;2200;0;2200
13878;CPU usage;74;0;74
13878;Rate of fire;9563;9563;0
13878;Optimal Range;57600;57600;0
13878;Charges Per Cycle;1;1;0
13878;Damage Modifier;3,78125;0;3,78125
13878;Charge size;3;3;0
13878;Accuracy falloff ;24000;0;24000
13878;Turret Tracking;1,01063;0;1,01063
13878;Primary Skill required;3307;3307;0
13878;Secondary Skill required;3300;3300;0
13878;Tech Level;1;1;0
13878;Used with (Charge Group);85;85;0
13878;Signature Resolution;40000;0;40000
13878;Meta Level;8;8;0
13878;Overload rate of fire bonus;-15;0;-15
13878;Heat Damage;1;0;1
13878;Required Thermodynamics Level;1;1;0
13878;Reload Time;5000;0;5000
13879;Activation Cost;16,8;0;16,8
13879;Structure Hitpoints;40;40;0
13879;Powergrid Usage;1980;0;1980
13879;CPU usage;74;0;74
13879;Rate of fire;9563;9563;0
13879;Optimal Range;62400;62400;0
13879;Charges Per Cycle;1;1;0
13879;Damage Modifier;3,63;0;3,63
13879;Charge size;3;3;0
13879;Accuracy falloff ;24000;0;24000
13879;Turret Tracking;1,01063;0;1,01063
13879;Primary Skill required;3307;3307;0
13879;Secondary Skill required;3300;3300;0
13879;Tech Level;1;1;0
13879;Used with (Charge Group);85;85;0
13879;Signature Resolution;40000;0;40000
13879;Meta Level;8;8;0
13879;Overload rate of fire bonus;-15;0;-15
13879;Heat Damage;1;0;1
13879;Required Thermodynamics Level;1;1;0
13879;Reload Time;5000;0;5000
13882;Activation Cost;8,4;0;8,4
13882;Structure Hitpoints;40;40;0
13882;Powergrid Usage;1100;0;1100
13882;CPU usage;58;0;58
13882;Rate of fire;5850;5850;0
13882;Optimal Range;28800;28800;0
13882;Charges Per Cycle;1;1;0
13882;Damage Modifier;2,0625;0;2,0625
13882;Charge size;3;3;0
13882;Accuracy falloff ;12000;0;12000
13882;Turret Tracking;1,8375;0;1,8375
13882;Primary Skill required;3307;3307;0
13882;Secondary Skill required;3300;3300;0
13882;Tech Level;1;1;0
13882;Used with (Charge Group);85;85;0
13882;Signature Resolution;40000;0;40000
13882;Meta Level;8;8;0
13882;Overload rate of fire bonus;-15;0;-15
13882;Heat Damage;0,7;0;0,7
13882;Required Thermodynamics Level;1;1;0
13882;Reload Time;5000;0;5000
13883;Activation Cost;8,4;0;8,4
13883;Structure Hitpoints;40;40;0
13883;Powergrid Usage;990;0;990
13883;CPU usage;58;0;58
13883;Rate of fire;5850;5850;0
13883;Optimal Range;31200;31200;0
13883;Charges Per Cycle;1;1;0
13883;Damage Modifier;1,98;0;1,98
13883;Charge size;3;3;0
13883;Accuracy falloff ;12000;0;12000
13883;Turret Tracking;1,8375;0;1,8375
13883;Primary Skill required;3307;3307;0
13883;Secondary Skill required;3300;3300;0
13883;Tech Level;1;1;0
13883;Used with (Charge Group);85;85;0
13883;Signature Resolution;40000;0;40000
13883;Meta Level;8;8;0
13883;Overload rate of fire bonus;-15;0;-15
13883;Heat Damage;0,7;0;0,7
13883;Required Thermodynamics Level;1;1;0
13883;Reload Time;5000;0;5000
13795;Activation Cost;3,64687;0;3,64687
13795;Structure Hitpoints;40;40;0
13795;Powergrid Usage;8;8;0
13795;CPU usage;8;0;8
13795;Rate of fire;4000;0;4000
13795;Optimal Range;12032;0;12032
13795;Damage Modifier;3,75;0;3,75
13795;Charge size;1;1;0
13795;Accuracy falloff ;2000;0;2000
13795;Turret Tracking;117;0;117
13795;Primary Skill required;3303;3303;0
13795;Secondary Skill required;3300;3300;0
13795;Tech Level;1;1;0
13795;Used with (Charge Group);86;86;0
13795;Signature Resolution;40000;0;40000
13795;Meta Level;8;8;0
13795;Overload rate of fire bonus;-15;0;-15
13795;Heat Damage;1;0;1
13795;Required Thermodynamics Level;1;1;0
13795;Reload Time;0,01;0;0,01
13809;Activation Cost;6,76875;0;6,76875
13809;Structure Hitpoints;40;40;0
13809;Powergrid Usage;13;0;13
13809;CPU usage;14;0;14
13809;Rate of fire;5000;0;5000
13809;Optimal Range;13750;0;13750
13809;Damage Modifier;5,625;0;5,625
13809;Charge size;1;1;0
13809;Accuracy falloff ;2500;0;2500
13809;Turret Tracking;90;0;90
13809;Primary Skill required;3303;3303;0
13809;Secondary Skill required;3300;3300;0
13809;Tech Level;1;1;0
13809;Used with (Charge Group);86;86;0
13809;Signature Resolution;40000;0;40000
13809;Meta Level;8;8;0
13809;Overload rate of fire bonus;-15;0;-15
13809;Heat Damage;1,25;0;1,25
13809;Required Thermodynamics Level;1;1;0
13809;Reload Time;0,01;0;0,01
13822;Activation Cost;3,64687;0;3,64687
13822;Structure Hitpoints;40;40;0
13822;Powergrid Usage;8;8;0
13822;CPU usage;8;0;8
13822;Rate of fire;4000;0;4000
13822;Optimal Range;12032;0;12032
13822;Damage Modifier;3,75;0;3,75
13822;Charge size;1;1;0
13822;Accuracy falloff ;2000;0;2000
13822;Turret Tracking;117;0;117
13822;Primary Skill required;3303;3303;0
13822;Secondary Skill required;3300;3300;0
13822;Tech Level;1;1;0
13822;Used with (Charge Group);86;86;0
13822;Signature Resolution;40000;0;40000
13822;Meta Level;8;8;0
13822;Overload rate of fire bonus;-15;0;-15
13822;Heat Damage;1;0;1
13822;Required Thermodynamics Level;1;1;0
13822;Reload Time;0,01;0;0,01
13829;Activation Cost;6,76875;0;6,76875
13829;Structure Hitpoints;40;40;0
13829;Powergrid Usage;13;0;13
13829;CPU usage;14;0;14
13829;Rate of fire;5000;0;5000
13829;Optimal Range;13750;0;13750
13829;Damage Modifier;5,625;0;5,625
13829;Charge size;1;1;0
13829;Accuracy falloff ;2500;0;2500
13829;Turret Tracking;90;0;90
13829;Primary Skill required;3303;3303;0
13829;Secondary Skill required;3300;3300;0
13829;Tech Level;1;1;0
13829;Used with (Charge Group);86;86;0
13829;Signature Resolution;40000;0;40000
13829;Meta Level;8;8;0
13829;Overload rate of fire bonus;-15;0;-15
13829;Heat Damage;1,25;0;1,25
13829;Required Thermodynamics Level;1;1;0
13829;Reload Time;0,01;0;0,01
13799;Activation Cost;8,7525;0;8,7525
13799;Structure Hitpoints;40;40;0
13799;Powergrid Usage;149;0;149
13799;CPU usage;24;0;24
13799;Rate of fire;4800;0;4800
13799;Optimal Range;21875;0;21875
13799;Damage Modifier;3,13;0;3,13
13799;Charge size;2;2;0
13799;Accuracy falloff ;6000;0;6000
13799;Turret Tracking;12,096;0;12,096
13799;Primary Skill required;3306;3306;0
13799;Secondary Skill required;3300;3300;0
13799;Tech Level;1;1;0
13799;Used with (Charge Group);86;86;0
13799;Signature Resolution;40000;0;40000
13799;Meta Level;8;8;0
13799;Overload rate of fire bonus;-15;0;-15
13799;Heat Damage;0,7;0;0,7
13799;Required Thermodynamics Level;1;1;0
13799;Reload Time;0,01;0;0,01
13805;Activation Cost;16,2525;0;16,2525
13805;Structure Hitpoints;40;40;0
13805;Powergrid Usage;248;0;248
13805;CPU usage;28;0;28
13805;Rate of fire;6000;0;6000
13805;Optimal Range;25000;0;25000
13805;Damage Modifier;4,69;0;4,69
13805;Charge size;2;2;0
13805;Accuracy falloff ;8000;0;8000
13805;Turret Tracking;9,504;0;9,504
13805;Primary Skill required;3306;3306;0
13805;Secondary Skill required;3300;3300;0
13805;Tech Level;1;1;0
13805;Used with (Charge Group);86;86;0
13805;Signature Resolution;40000;0;40000
13805;Meta Level;8;8;0
13805;Overload rate of fire bonus;-15;0;-15
13805;Heat Damage;0,9;0;0,9
13805;Required Thermodynamics Level;1;1;0
13805;Reload Time;0,01;0;0,01
13819;Activation Cost;4,0875;0;4,0875
13819;Structure Hitpoints;40;40;0
13819;Powergrid Usage;89;0;89
13819;CPU usage;20;0;20
13819;Rate of fire;3150;0;3150
13819;Optimal Range;10000;0;10000
13819;Damage Modifier;2,34;0;2,34
13819;Charge size;2;2;0
13819;Accuracy falloff ;1000;0;1000
13819;Turret Tracking;23,328;0;23,328
13819;Primary Skill required;3306;3306;0
13819;Secondary Skill required;3300;3300;0
13819;Tech Level;1;1;0
13819;Used with (Charge Group);86;86;0
13819;Signature Resolution;40000;0;40000
13819;Meta Level;8;8;0
13819;Overload rate of fire bonus;-15;0;-15
13819;Heat Damage;0,5;0;0,5
13819;Required Thermodynamics Level;1;1;0
13819;Reload Time;0,01;0;0,01
13824;Activation Cost;8,7525;0;8,7525
13824;Structure Hitpoints;40;40;0
13824;Powergrid Usage;149;0;149
13824;CPU usage;24;0;24
13824;Rate of fire;4800;0;4800
13824;Optimal Range;21875;0;21875
13824;Damage Modifier;3,13;0;3,13
13824;Charge size;2;2;0
13824;Accuracy falloff ;6000;0;6000
13824;Turret Tracking;12,096;0;12,096
13824;Primary Skill required;3306;3306;0
13824;Secondary Skill required;3300;3300;0
13824;Tech Level;1;1;0
13824;Used with (Charge Group);86;86;0
13824;Signature Resolution;40000;0;40000
13824;Meta Level;8;8;0
13824;Overload rate of fire bonus;-15;0;-15
13824;Heat Damage;0,7;0;0,7
13824;Required Thermodynamics Level;1;1;0
13824;Reload Time;0,01;0;0,01
13827;Activation Cost;16,2525;0;16,2525
13827;Structure Hitpoints;40;40;0
13827;Powergrid Usage;248;0;248
13827;CPU usage;28;0;28
13827;Rate of fire;6000;0;6000
13827;Optimal Range;25000;0;25000
13827;Damage Modifier;4,69;0;4,69
13827;Charge size;2;2;0
13827;Accuracy falloff ;8000;0;8000
13827;Turret Tracking;9,504;0;9,504
13827;Primary Skill required;3306;3306;0
13827;Secondary Skill required;3300;3300;0
13827;Tech Level;1;1;0
13827;Used with (Charge Group);86;86;0
13827;Signature Resolution;40000;0;40000
13827;Meta Level;8;8;0
13827;Overload rate of fire bonus;-15;0;-15
13827;Heat Damage;0,9;0;0,9
13827;Required Thermodynamics Level;1;1;0
13827;Reload Time;0,01;0;0,01
13833;Activation Cost;4,0875;0;4,0875
13833;Structure Hitpoints;40;40;0
13833;Powergrid Usage;89;0;89
13833;CPU usage;20;0;20
13833;Rate of fire;3150;0;3150
13833;Optimal Range;10000;0;10000
13833;Damage Modifier;2,34;0;2,34
13833;Charge size;2;2;0
13833;Accuracy falloff ;1000;0;1000
13833;Turret Tracking;23,328;0;23,328
13833;Primary Skill required;3306;3306;0
13833;Secondary Skill required;3300;3300;0
13833;Tech Level;1;1;0
13833;Used with (Charge Group);86;86;0
13833;Signature Resolution;40000;0;40000
13833;Meta Level;8;8;0
13833;Overload rate of fire bonus;-15;0;-15
13833;Heat Damage;0,5;0;0,5
13833;Required Thermodynamics Level;1;1;0
13833;Reload Time;0,01;0;0,01
13793;Activation Cost;21;0;21
13793;Structure Hitpoints;40;40;0
13793;Powergrid Usage;1732;0;1732
13793;CPU usage;36;36;0
13793;Rate of fire;7200;7200;0
13793;Optimal Range;42000;42000;0
13793;Damage Modifier;2,5;0;2,5
13793;Charge size;3;3;0
13793;Accuracy falloff ;12000;0;12000
13793;Turret Tracking;1,75;0;1,75
13793;Primary Skill required;3309;3309;0
13793;Secondary Skill required;3300;3300;0
13793;Tech Level;1;1;0
13793;Used with (Charge Group);86;86;0
13793;Signature Resolution;40000;0;40000
13793;Meta Level;8;8;0
13793;Overload rate of fire bonus;-15;0;-15
13793;Heat Damage;0,8;0;0,8
13793;Required Thermodynamics Level;1;1;0
13793;Reload Time;0,01;0;0,01
13813;Activation Cost;39;0;39
13813;Structure Hitpoints;40;40;0
13813;Powergrid Usage;3217;0;3217
13813;CPU usage;44;44;0
13813;Rate of fire;9000;9000;0
13813;Optimal Range;48000;48000;0
13813;Damage Modifier;3,75;0;3,75
13813;Charge size;3;3;0
13813;Accuracy falloff ;16000;0;16000
13813;Turret Tracking;1,53125;0;1,53125
13813;Primary Skill required;3309;3309;0
13813;Secondary Skill required;3300;3300;0
13813;Tech Level;1;1;0
13813;Used with (Charge Group);86;86;0
13813;Signature Resolution;40000;0;40000
13813;Meta Level;8;8;0
13813;Overload rate of fire bonus;-15;0;-15
13813;Heat Damage;1;0;1
13813;Required Thermodynamics Level;1;1;0
13813;Reload Time;0,01;0;0,01
13817;Activation Cost;57;0;57
13817;Structure Hitpoints;40;40;0
13817;Powergrid Usage;3712;0;3712
13817;CPU usage;48;48;0
13817;Rate of fire;12500;12500;0
13817;Optimal Range;52800;52800;0
13817;Damage Modifier;5,625;0;5,625
13817;Charge size;3;3;0
13817;Accuracy falloff ;20000;0;20000
13817;Turret Tracking;1,39205;0;1,39205
13817;Primary Skill required;3309;3309;0
13817;Secondary Skill required;3300;3300;0
13817;Tech Level;1;1;0
13817;Used with (Charge Group);86;86;0
13817;Signature Resolution;40000;0;40000
13817;Meta Level;8;8;0
13817;Overload rate of fire bonus;-15;0;-15
13817;Heat Damage;1,4;0;1,4
13817;Required Thermodynamics Level;1;1;0
13817;Reload Time;0,01;0;0,01
13820;Activation Cost;21;0;21
13820;Structure Hitpoints;40;40;0
13820;Powergrid Usage;1732;0;1732
13820;CPU usage;36;36;0
13820;Rate of fire;7200;7200;0
13820;Optimal Range;42000;42000;0
13820;Damage Modifier;2,5;0;2,5
13820;Charge size;3;3;0
13820;Accuracy falloff ;12000;0;12000
13820;Turret Tracking;1,75;0;1,75
13820;Primary Skill required;3309;3309;0
13820;Secondary Skill required;3300;3300;0
13820;Tech Level;1;1;0
13820;Used with (Charge Group);86;86;0
13820;Signature Resolution;40000;0;40000
13820;Meta Level;8;8;0
13820;Overload rate of fire bonus;-15;0;-15
13820;Heat Damage;0,8;0;0,8
13820;Required Thermodynamics Level;1;1;0
13820;Reload Time;0,01;0;0,01
13831;Activation Cost;39;0;39
13831;Structure Hitpoints;40;40;0
13831;Powergrid Usage;3217;0;3217
13831;CPU usage;44;44;0
13831;Rate of fire;9000;9000;0
13831;Optimal Range;48000;48000;0
13831;Damage Modifier;3,75;0;3,75
13831;Charge size;3;3;0
13831;Accuracy falloff ;16000;0;16000
13831;Turret Tracking;1,53125;0;1,53125
13831;Primary Skill required;3309;3309;0
13831;Secondary Skill required;3300;3300;0
13831;Tech Level;1;1;0
13831;Used with (Charge Group);86;86;0
13831;Signature Resolution;40000;0;40000
13831;Meta Level;8;8;0
13831;Overload rate of fire bonus;-15;0;-15
13831;Heat Damage;1;0;1
13831;Required Thermodynamics Level;1;1;0
13831;Reload Time;0,01;0;0,01
13834;Activation Cost;57;0;57
13834;Structure Hitpoints;40;40;0
13834;Powergrid Usage;3712;0;3712
13834;CPU usage;48;48;0
13834;Rate of fire;12500;12500;0
13834;Optimal Range;52800;52800;0
13834;Damage Modifier;5,625;0;5,625
13834;Charge size;3;3;0
13834;Accuracy falloff ;20000;0;20000
13834;Turret Tracking;1,39205;0;1,39205
13834;Primary Skill required;3309;3309;0
13834;Secondary Skill required;3300;3300;0
13834;Tech Level;1;1;0
13834;Used with (Charge Group);86;86;0
13834;Signature Resolution;40000;0;40000
13834;Meta Level;8;8;0
13834;Overload rate of fire bonus;-15;0;-15
13834;Heat Damage;1,4;0;1,4
13834;Required Thermodynamics Level;1;1;0
13834;Reload Time;0,01;0;0,01
13797;Activation Cost;2,0025;0;2,0025
13797;Structure Hitpoints;40;40;0
13797;Powergrid Usage;7;7;0
13797;CPU usage;6;6;0
13797;Rate of fire;2700;2700;0
13797;Optimal Range;5906;0;5906
13797;Damage Modifier;2,5;0;2,5
13797;Charge size;1;1;0
13797;Accuracy falloff ;2000;0;2000
13797;Turret Tracking;273,75;0;273,75
13797;Primary Skill required;3303;3303;0
13797;Secondary Skill required;3300;3300;0
13797;Tech Level;1;1;0
13797;Used with (Charge Group);86;86;0
13797;Signature Resolution;40000;0;40000
13797;Meta Level;8;8;0
13797;Overload damage bonus;15;0;15
13797;Heat Damage;0,6;0;0,6
13797;Required Thermodynamics Level;1;1;0
13797;Reload Time;0,01;0;0,01
13803;Activation Cost;1,365;0;1,365
13803;Structure Hitpoints;40;40;0
13803;Powergrid Usage;6;6;0
13803;CPU usage;3;3;0
13803;Rate of fire;2100;2100;0
13803;Optimal Range;5250;0;5250
13803;Damage Modifier;1,875;0;1,875
13803;Charge size;1;1;0
13803;Accuracy falloff ;1000;0;1000
13803;Turret Tracking;308,125;0;308,125
13803;Primary Skill required;3303;3303;0
13803;Secondary Skill required;3300;3300;0
13803;Tech Level;1;1;0
13803;Used with (Charge Group);86;86;0
13803;Signature Resolution;40000;0;40000
13803;Meta Level;8;8;0
13803;Overload damage bonus;15;0;15
13803;Heat Damage;0,6;0;0,6
13803;Required Thermodynamics Level;1;1;0
13803;Reload Time;0,01;0;0,01
13811;Activation Cost;3,33;0;3,33
13811;Structure Hitpoints;40;40;0
13811;Powergrid Usage;10;0;10
13811;CPU usage;11;0;11
13811;Rate of fire;3500;3500;0
13811;Optimal Range;6563;0;6563
13811;Damage Modifier;3,75;0;3,75
13811;Charge size;1;1;0
13811;Accuracy falloff ;2500;0;2500
13811;Turret Tracking;246,25;0;246,25
13811;Primary Skill required;3303;3303;0
13811;Secondary Skill required;3300;3300;0
13811;Tech Level;1;1;0
13811;Used with (Charge Group);86;86;0
13811;Signature Resolution;40000;0;40000
13811;Meta Level;8;8;0
13811;Overload damage bonus;15;0;15
13811;Heat Damage;0,8;0;0,8
13811;Required Thermodynamics Level;1;1;0
13811;Reload Time;0,01;0;0,01
13823;Activation Cost;2,0025;0;2,0025
13823;Structure Hitpoints;40;40;0
13823;Powergrid Usage;7;7;0
13823;CPU usage;6;6;0
13823;Rate of fire;2700;2700;0
13823;Optimal Range;5906;0;5906
13823;Damage Modifier;2,5;0;2,5
13823;Charge size;1;1;0
13823;Accuracy falloff ;2000;0;2000
13823;Turret Tracking;273,75;0;273,75
13823;Primary Skill required;3303;3303;0
13823;Secondary Skill required;3300;3300;0
13823;Tech Level;1;1;0
13823;Used with (Charge Group);86;86;0
13823;Signature Resolution;40000;0;40000
13823;Meta Level;8;8;0
13823;Overload damage bonus;15;0;15
13823;Heat Damage;0,6;0;0,6
13823;Required Thermodynamics Level;1;1;0
13823;Reload Time;0,01;0;0,01
13826;Activation Cost;1,365;0;1,365
13826;Structure Hitpoints;40;40;0
13826;Powergrid Usage;6;6;0
13826;CPU usage;3;3;0
13826;Rate of fire;2100;2100;0
13826;Optimal Range;5250;0;5250
13826;Damage Modifier;1,875;0;1,875
13826;Charge size;1;1;0
13826;Accuracy falloff ;1000;0;1000
13826;Turret Tracking;308,125;0;308,125
13826;Primary Skill required;3303;3303;0
13826;Secondary Skill required;3300;3300;0
13826;Tech Level;1;1;0
13826;Used with (Charge Group);86;86;0
13826;Signature Resolution;40000;0;40000
13826;Meta Level;8;8;0
13826;Overload damage bonus;15;0;15
13826;Heat Damage;0,6;0;0,6
13826;Required Thermodynamics Level;1;1;0
13826;Reload Time;0,01;0;0,01
13830;Activation Cost;3,33;0;3,33
13830;Structure Hitpoints;40;40;0
13830;Powergrid Usage;10;0;10
13830;CPU usage;11;0;11
13830;Rate of fire;3500;3500;0
13830;Optimal Range;6563;0;6563
13830;Damage Modifier;3,75;0;3,75
13830;Charge size;1;1;0
13830;Accuracy falloff ;2500;0;2500
13830;Turret Tracking;246,25;0;246,25
13830;Primary Skill required;3303;3303;0
13830;Secondary Skill required;3300;3300;0
13830;Tech Level;1;1;0
13830;Used with (Charge Group);86;86;0
13830;Signature Resolution;40000;0;40000
13830;Meta Level;8;8;0
13830;Overload damage bonus;15;0;15
13830;Heat Damage;0,8;0;0,8
13830;Required Thermodynamics Level;1;1;0
13830;Reload Time;0,01;0;0,01
13801;Activation Cost;6;0;6
13801;Structure Hitpoints;40;40;0
13801;Powergrid Usage;125;0;125
13801;CPU usage;22;22;0
13801;Rate of fire;4050;4050;0
13801;Optimal Range;11813;0;11813
13801;Damage Modifier;2,5;0;2,5
13801;Charge size;2;2;0
13801;Accuracy falloff ;4000;0;4000
13801;Turret Tracking;28,8;0;28,8
13801;Primary Skill required;3306;3306;0
13801;Secondary Skill required;3300;3300;0
13801;Tech Level;1;1;0
13801;Used with (Charge Group);86;86;0
13801;Signature Resolution;40000;0;40000
13801;Meta Level;8;8;0
13801;Overload damage bonus;15;0;15
13801;Heat Damage;0,6;0;0,6
13801;Required Thermodynamics Level;1;1;0
13801;Reload Time;0,01;0;0,01
13807;Activation Cost;9,9975;0;9,9975
13807;Structure Hitpoints;40;40;0
13807;Powergrid Usage;208;0;208
13807;CPU usage;26;26;0
13807;Rate of fire;5250;5250;0
13807;Optimal Range;13125;0;13125
13807;Damage Modifier;3,75;0;3,75
13807;Charge size;2;2;0
13807;Accuracy falloff ;5000;0;5000
13807;Turret Tracking;26;0;26
13807;Primary Skill required;3306;3306;0
13807;Secondary Skill required;3300;3300;0
13807;Tech Level;1;1;0
13807;Used with (Charge Group);86;86;0
13807;Signature Resolution;40000;0;40000
13807;Meta Level;8;8;0
13807;Overload damage bonus;15;0;15
13807;Heat Damage;0,8;0;0,8
13807;Required Thermodynamics Level;1;1;0
13807;Reload Time;0,01;0;0,01
13825;Activation Cost;6;0;6
13825;Structure Hitpoints;40;40;0
13825;Powergrid Usage;125;0;125
13825;CPU usage;22;22;0
13825;Rate of fire;4050;4050;0
13825;Optimal Range;11813;0;11813
13825;Damage Modifier;2,5;0;2,5
13825;Charge size;2;2;0
13825;Accuracy falloff ;4000;0;4000
13825;Turret Tracking;28,8;0;28,8
13825;Primary Skill required;3306;3306;0
13825;Secondary Skill required;3300;3300;0
13825;Tech Level;1;1;0
13825;Used with (Charge Group);86;86;0
13825;Signature Resolution;40000;0;40000
13825;Meta Level;8;8;0
13825;Overload damage bonus;15;0;15
13825;Heat Damage;0,6;0;0,6
13825;Required Thermodynamics Level;1;1;0
13825;Reload Time;0,01;0;0,01
13828;Activation Cost;9,9975;0;9,9975
13828;Structure Hitpoints;40;40;0
13828;Powergrid Usage;208;0;208
13828;CPU usage;26;26;0
13828;Rate of fire;5250;5250;0
13828;Optimal Range;13125;0;13125
13828;Damage Modifier;3,75;0;3,75
13828;Charge size;2;2;0
13828;Accuracy falloff ;5000;0;5000
13828;Turret Tracking;26;0;26
13828;Primary Skill required;3306;3306;0
13828;Secondary Skill required;3300;3300;0
13828;Tech Level;1;1;0
13828;Used with (Charge Group);86;86;0
13828;Signature Resolution;40000;0;40000
13828;Meta Level;8;8;0
13828;Overload damage bonus;15;0;15
13828;Heat Damage;0,8;0;0,8
13828;Required Thermodynamics Level;1;1;0
13828;Reload Time;0,01;0;0,01
13791;Activation Cost;16,9;0;16,9
13791;Structure Hitpoints;40;40;0
13791;Powergrid Usage;1650;0;1650
13791;CPU usage;32;32;0
13791;Rate of fire;6075;6075;0
13791;Optimal Range;22680;0;22680
13791;Damage Modifier;2,5;0;2,5
13791;Charge size;3;3;0
13791;Accuracy falloff ;8000;0;8000
13791;Turret Tracking;3,75;0;3,75
13791;Primary Skill required;3309;3309;0
13791;Secondary Skill required;3300;3300;0
13791;Tech Level;1;1;0
13791;Used with (Charge Group);86;86;0
13791;Signature Resolution;40000;0;40000
13791;Meta Level;8;8;0
13791;Overload damage bonus;15;0;15
13791;Heat Damage;0,7;0;0,7
13791;Required Thermodynamics Level;1;1;0
13791;Reload Time;0,01;0;0,01
13815;Activation Cost;27;0;27
13815;Structure Hitpoints;40;40;0
13815;Powergrid Usage;2750;0;2750
13815;CPU usage;40;40;0
13815;Rate of fire;7875;7875;0
13815;Optimal Range;25200;0;25200
13815;Damage Modifier;3,75;0;3,75
13815;Charge size;3;3;0
13815;Accuracy falloff ;10000;0;10000
13815;Turret Tracking;3,375;0;3,375
13815;Primary Skill required;3309;3309;0
13815;Secondary Skill required;3300;3300;0
13815;Tech Level;1;1;0
13815;Used with (Charge Group);86;86;0
13815;Signature Resolution;40000;0;40000
13815;Meta Level;8;8;0
13815;Overload damage bonus;15;0;15
13815;Heat Damage;0,9;0;0,9
13815;Required Thermodynamics Level;1;1;0
13815;Reload Time;0,01;0;0,01
13821;Activation Cost;16,9;0;16,9
13821;Structure Hitpoints;40;40;0
13821;Powergrid Usage;1650;0;1650
13821;CPU usage;32;32;0
13821;Rate of fire;6075;6075;0
13821;Optimal Range;22680;0;22680
13821;Damage Modifier;2,5;0;2,5
13821;Charge size;3;3;0
13821;Accuracy falloff ;8000;0;8000
13821;Turret Tracking;3,75;0;3,75
13821;Primary Skill required;3309;3309;0
13821;Secondary Skill required;3300;3300;0
13821;Tech Level;1;1;0
13821;Used with (Charge Group);86;86;0
13821;Signature Resolution;40000;0;40000
13821;Meta Level;8;8;0
13821;Overload damage bonus;15;0;15
13821;Heat Damage;0,7;0;0,7
13821;Required Thermodynamics Level;1;1;0
13821;Reload Time;0,01;0;0,01
13832;Activation Cost;27;0;27
13832;Structure Hitpoints;40;40;0
13832;Powergrid Usage;2750;0;2750
13832;CPU usage;40;40;0
13832;Rate of fire;7875;7875;0
13832;Optimal Range;25200;0;25200
13832;Damage Modifier;3,75;0;3,75
13832;Charge size;3;3;0
13832;Accuracy falloff ;10000;0;10000
13832;Turret Tracking;3,375;0;3,375
13832;Primary Skill required;3309;3309;0
13832;Secondary Skill required;3300;3300;0
13832;Tech Level;1;1;0
13832;Used with (Charge Group);86;86;0
13832;Signature Resolution;40000;0;40000
13832;Meta Level;8;8;0
13832;Overload damage bonus;15;0;15
13832;Heat Damage;0,9;0;0,9
13832;Required Thermodynamics Level;1;1;0
13832;Reload Time;0,01;0;0,01
13773;Activation Cost;0;0;0
13773;Structure Hitpoints;40;40;0
13773;Powergrid Usage;1;0;1
13773;CPU usage;1;0;1
13773;Rate of fire;3000;0;3000
13773;Optimal Range;960;0;960
13773;Charges Per Cycle;1;1;0
13773;Damage Modifier;2,57895;0;2,57895
13773;Charge size;1;1;0
13773;Accuracy falloff ;4300;0;4300
13773;Turret Tracking;417;0;417
13773;Primary Skill required;3302;3302;0
13773;Secondary Skill required;3300;3300;0
13773;Tech Level;1;1;0
13773;Used with (Charge Group);83;83;0
13773;Signature Resolution;40000;0;40000
13773;Meta Level;7;0;7
13773;Overload damage bonus;15;0;15
13773;Heat Damage;0,8;0;0,8
13773;Required Thermodynamics Level;1;1;0
13773;Reload Time;10000;0;10000
13776;Activation Cost;0;0;0
13776;Structure Hitpoints;40;40;0
13776;Powergrid Usage;2;0;2
13776;CPU usage;4;0;4
13776;Rate of fire;3375;0;3375
13776;Optimal Range;1080;0;1080
13776;Charges Per Cycle;1;1;0
13776;Damage Modifier;3,09375;0;3,09375
13776;Charge size;1;1;0
13776;Accuracy falloff ;4730;0;4730
13776;Turret Tracking;362;0;362
13776;Primary Skill required;3302;3302;0
13776;Secondary Skill required;3300;3300;0
13776;Tech Level;1;1;0
13776;Used with (Charge Group);83;83;0
13776;Signature Resolution;40000;0;40000
13776;Meta Level;7;0;7
13776;Overload damage bonus;15;0;15
13776;Heat Damage;0,8;0;0,8
13776;Required Thermodynamics Level;1;1;0
